time_s,error_mm,left_rpm,right_rpm,pid_output,d_term
0.0001,400.000,400.000,400.000,400.000,400.000
0.0001,401.000,401.000,401.000,401.000,401.000
0.0001,402.000,402.000,402.000,402.000,402.000
0.0001,403.000,403.000,403.000,403.000,403.000
0.0001,404.000,404.000,404.000,404.000,404.000
0.0001,405.000,405.000,405.000,405.000,405.000
0.0001,406.000,406.000,406.000,406.000,406.000
0.0001,407.000,407.000,407.000,407.000,407.000
0.0001,408.000,408.000,408.000,408.000,408.000
0.0001,409.000,409.000,409.000,409.000,409.000
0.0001,410.000,410.000,410.000,410.000,410.000
0.0001,411.000,411.000,411.000,411.000,411.000
0.0001,412.000,412.000,412.000,412.000,412.000
0.0001,413.000,413.000,413.000,413.000,413.000
0.0001,414.000,414.000,414.000,414.000,414.000
0.0001,415.000,415.000,415.000,415.000,415.000
0.0001,416.000,416.000,416.000,416.000,416.000
0.0001,417.000,417.000,417.000,417.000,417.000
0.0001,418.000,418.000,418.000,418.000,418.000
0.0001,419.000,419.000,419.000,419.000,419.000
0.0001,420.000,420.000,420.000,420.000,420.000
0.0002,421.000,421.000,421.000,421.000,421.000
0.0002,422.000,422.000,422.000,422.000,422.000
0.0002,423.000,423.000,423.000,423.000,423.000
0.0002,424.000,424.000,424.000,424.000,424.000
0.0002,425.000,425.000,425.000,425.000,425.000
0.0002,426.000,426.000,426.000,426.000,426.000
0.0002,427.000,427.000,427.000,427.000,427.000
0.0002,428.000,428.000,428.000,428.000,428.000
0.0002,429.000,429.000,429.000,429.000,429.000
0.0002,430.000,430.000,430.000,430.000,430.000
0.0002,431.000,431.000,431.000,431.000,431.000
0.0002,432.000,432.000,432.000,432.000,432.000
0.0002,433.000,433.000,433.000,433.000,433.000
0.0002,434.000,434.000,434.000,434.000,434.000
0.0002,435.000,435.000,435.000,435.000,435.000
0.0002,436.000,436.000,436.000,436.000,436.000
0.0002,437.000,437.000,437.000,437.000,437.000
0.0002,438.000,438.000,438.000,438.000,438.000
0.0002,439.000,439.000,439.000,439.000,439.000
0.0002,440.000,440.000,440.000,440.000,440.000
0.0002,441.000,441.000,441.000,441.000,441.000
0.0002,442.000,442.000,442.000,442.000,442.000
0.0002,443.000,443.000,443.000,443.000,443.000
0.0002,444.000,444.000,444.000,444.000,444.000
0.0002,445.000,445.000,445.000,445.000,445.000
0.0002,446.000,446.000,446.000,446.000,446.000
0.0002,447.000,447.000,447.000,447.000,447.000
0.0002,448.000,448.000,448.000,448.000,448.000
0.0002,449.000,449.000,449.000,449.000,449.000
0.0002,450.000,450.000,450.000,450.000,450.000
0.0002,451.000,451.000,451.000,451.000,451.000
0.0002,452.000,452.000,452.000,452.000,452.000
0.0002,453.000,453.000,453.000,453.000,453.000
0.0002,454.000,454.000,454.000,454.000,454.000
0.0002,455.000,455.000,455.000,455.000,455.000
0.0002,456.000,456.000,456.000,456.000,456.000
0.0002,457.000,457.000,457.000,457.000,457.000
0.0002,458.000,458.000,458.000,458.000,458.000
0.0002,459.000,459.000,459.000,459.000,459.000
0.0002,460.000,460.000,460.000,460.000,460.000
0.0002,461.000,461.000,461.000,461.000,461.000
0.0002,462.000,462.000,462.000,462.000,462.000
0.0002,463.000,463.000,463.000,463.000,463.000
0.0002,464.000,464.000,464.000,464.000,464.000
0.0002,465.000,465.000,465.000,465.000,465.000
0.0002,466.000,466.000,466.000,466.000,466.000
0.0002,467.000,467.000,467.000,467.000,467.000
0.0002,468.000,468.000,468.000,468.000,468.000
0.0002,469.000,469.000,469.000,469.000,469.000
0.0002,470.000,470.000,470.000,470.000,470.000
0.0002,471.000,471.000,471.000,471.000,471.000
0.0002,472.000,472.000,472.000,472.000,472.000
0.0002,473.000,473.000,473.000,473.000,473.000
0.0002,474.000,474.000,474.000,474.000,474.000
0.0002,475.000,475.000,475.000,475.000,475.000
0.0002,476.000,476.000,476.000,476.000,476.000
0.0002,477.000,477.000,477.000,477.000,477.000
0.0002,478.000,478.000,478.000,478.000,478.000
0.0002,479.000,479.000,479.000,479.000,479.000
0.0002,480.000,480.000,480.000,480.000,480.000
0.0002,481.000,481.000,481.000,481.000,481.000
0.0002,482.000,482.000,482.000,482.000,482.000
0.0002,483.000,483.000,483.000,483.000,483.000
0.0002,484.000,484.000,484.000,484.000,484.000
0.0002,485.000,485.000,485.000,485.000,485.000
0.0002,486.000,486.000,486.000,486.000,486.000
0.0002,487.000,487.000,487.000,487.000,487.000
0.0002,488.000,488.000,488.000,488.000,488.000
0.0002,489.000,489.000,489.000,489.000,489.000
0.0002,490.000,490.000,490.000,490.000,490.000
0.0002,491.000,491.000,491.000,491.000,491.000
0.0002,492.000,492.000,492.000,492.000,492.000
0.0002,493.000,493.000,493.000,493.000,493.000
0.0002,494.000,494.000,494.000,494.000,494.000
0.0002,495.000,495.000,495.000,495.000,495.000
0.0002,496.000,496.000,496.000,496.000,496.000
0.0002,497.000,497.000,497.000,497.000,497.000
0.0002,498.000,498.000,498.000,498.000,498.000
0.0002,499.000,499.000,499.000,499.000,499.000
